WordNet ID,Name,Clutter,Difficulty,Scale,CNN similarity: highest ranked,Human similarity: highest ranked,Semantic similarity: highest ranked
n04579432,whistle,2.1361,0.3750,0.1835,"whistle, buckle, ballpoint, can_opener, rubber_eraser","whistle, can_opener, corkscrew, screw, maraca","whistle, combination_lock, violin, stethoscope, joystick"
n04584207,wig,3.9373,0.3000,0.4945,"wig, maillot, maillot, cardigan, sock","wig, neck_brace, ping-pong_ball, lab_coat, cloak","wig, fur_coat, shower_cap, mortarboard, football_helmet"
n04589890,window_screen,1.6806,0.4000,0.9907,"window_screen, window_shade, sliding_door, desk, fire_screen","throne, organ, window_screen, shoji, bookcase","window_screen, fire_screen, mosquito_net, tile_roof, binder"
n04590129,window_shade,2.8284,0.5600,0.5532,"window_shade, wardrobe, sliding_door, fire_screen, shoji","window_shade, shoji, throne, four-poster, quilt","window_shade, tile_roof, bell_cote, birdhouse, window_screen"
n04591157,Windsor_tie,2.7442,0.7959,0.2976,"Windsor_tie, suit, bow_tie, sweatshirt, Band_Aid","Windsor_tie, trench_coat, sweatshirt, bow_tie, jean","Windsor_tie, bolo_tie, bow_tie, poncho, hoopskirt"
n04591713,wine_bottle,2.1390,0.6977,0.3366,"wine_bottle, red_wine, beer_glass, goblet, beer_bottle","coffeepot, wine_bottle, whiskey_jug, espresso, pop_bottle","wine_bottle, pill_bottle, beer_bottle, pop_bottle, water_bottle"
n04592741,wing,0.6128,0.3684,0.3760,"wing, airliner, warplane, projectile, submarine","warplane, airliner, wing, liner, amphibian","wing, combination_lock, violin, barometer, flute"
n04596742,wok,2.7093,0.6800,0.6815,"wok, frying_pan, hot_pot, caldron, Dutch_oven","wok, hot_pot, consomme, soup_bowl, bagel","wok, frying_pan, Crock_Pot, spatula, screwdriver"
n04597913,wooden_spoon,2.6356,0.5306,0.2293,"wooden_spoon, frying_pan, spatula, cleaver, can_opener","wooden_spoon, hot_pot, Dutch_oven, mortar, frying_pan","wooden_spoon, mixing_bowl, pop_bottle, water_bottle, water_jug"
n04599235,wool,1.8875,0.6327,0.7589,"wool, stole, cardigan, sweatshirt, bonnet","mitten, trench_coat, stole, poncho, wool","wool, bath_towel, dishrag, paper_towel, handkerchief"
n04604644,worm_fence,1.0931,0.3400,0.5745,"worm_fence, pier, nail, rocking_chair, patio","worm_fence, barn, viaduct, stone_wall, pier","worm_fence, picket_fence, stone_wall, chainlink_fence, grille"
n04606251,wreck,1.2700,0.2400,0.4386,"wreck, breakwater, crane, dock, lakeside","wreck, schooner, catamaran, yawl, trimaran","wreck, liner, pirate, container_ship, speedboat"
n04612504,yawl,1.0147,0.2381,0.5134,"yawl, schooner, catamaran, pirate, trimaran","yawl, schooner, wreck, speedboat, catamaran","yawl, canoe, speedboat, fireboat, gondola"
n04613696,yurt,2.5364,0.1860,0.4104,"yurt, mobile_home, boathouse, patio, hay","yurt, castle, planetarium, church, dome","yurt, cliff_dwelling, mobile_home, apiary, planetarium"
n06359193,web_site,2.5217,0.0816,0.9875,"web_site, screen, hair_spray, printer, sax","web_site, menu, book_jacket, comic_book, envelope","web_site, desktop_computer, notebook, slide_rule, hand-held_computer"
n06596364,comic_book,3.5348,0.4865,0.9859,"comic_book, book_jacket, jigsaw_puzzle, envelope, packet","comic_book, book_jacket, menu, web_site, envelope","comic_book, sunscreen, lipstick, drumstick, face_powder"
n06785654,crossword_puzzle,2.0941,0.2600,0.3149,"crossword_puzzle, rule, book_jacket, binder, menu","crossword_puzzle, menu, web_site, envelope, binder","crossword_puzzle, jigsaw_puzzle, rugby_ball, baseball, volleyball"
n06794110,street_sign,1.9308,0.2553,0.2567,"street_sign, tobacco_shop, chainlink_fence, barbershop, bakery","street_sign, traffic_light, cinema, scoreboard, flagpole","street_sign, traffic_light, bubble, lycaenid, guinea_pig"
n06874185,traffic_light,2.3156,0.2449,0.1058,"traffic_light, swing, pier, streetcar, unicycle","traffic_light, street_sign, slot, bookshop, greenhouse","traffic_light, street_sign, bubble, lycaenid, guinea_pig"
n07248320,book_jacket,2.7952,0.5306,0.8533,"book_jacket, comic_book, envelope, binder, wallet","book_jacket, comic_book, web_site, menu, envelope","book_jacket, swimming_trunks, cardigan, bikini, jersey"
n07565083,menu,1.8548,0.1600,0.8804,"menu, book_jacket, tobacco_shop, crossword_puzzle, pizza","menu, web_site, book_jacket, comic_book, crossword_puzzle","menu, carbonara, hay, guacamole, red_wine"
n07579787,plate,2.8483,0.5833,0.7778,"plate, meat_loaf, restaurant, chocolate_sauce, hotdog","plate, hot_pot, bagel, soup_bowl, guacamole","plate, trifle, ice_cream, ice_lolly, burrito"
n07583066,guacamole,2.5032,0.4082,0.3409,"guacamole, burrito, plate, meat_loaf, potpie","guacamole, hot_pot, bagel, consomme, soup_bowl","guacamole, chocolate_sauce, carbonara, dough, hay"
n07584110,consomme,1.8849,0.4200,0.4451,"consomme, soup_bowl, plate, ladle, hot_pot","consomme, hot_pot, wok, bagel, trifle","consomme, hotdog, burrito, potpie, pizza"
n07590611,hot_pot,2.0102,0.3617,0.7898,"hot_pot, wok, caldron, Crock_Pot, frying_pan","hot_pot, wok, soup_bowl, potpie, consomme","hot_pot, hotdog, cheeseburger, meat_loaf, consomme"
n07613480,trifle,2.5868,0.1458,0.5831,"trifle, eggnog, ice_cream, chocolate_sauce, plate","trifle, hot_pot, consomme, wok, soup_bowl","trifle, ice_cream, ice_lolly, plate, hotdog"
n07614500,ice_cream,2.6214,0.5000,0.3512,"ice_cream, chocolate_sauce, plate, bakery, potpie","ice_cream, soup_bowl, hot_pot, trifle, guacamole","ice_cream, ice_lolly, trifle, plate, cheeseburger"
n07615774,ice_lolly,4.4455,0.4800,0.0458,"ice_lolly, spatula, sunscreen, face_powder, sunglasses","ice_lolly, Dutch_oven, sunscreen, ping-pong_ball, mixing_bowl","ice_lolly, ice_cream, trifle, plate, burrito"
n07684084,French_loaf,1.7826,0.5000,0.6370,"French_loaf, dough, plate, hotdog, bagel","French_loaf, burrito, bagel, pretzel, plate","French_loaf, bagel, pretzel, pomegranate, custard_apple"
n07693725,bagel,2.3128,0.2917,0.5269,"bagel, dough, French_loaf, potpie, bakery","bagel, pizza, hot_pot, consomme, plate","bagel, French_loaf, pretzel, pineapple, orange"
n07695742,pretzel,2.2627,0.2683,0.4307,"pretzel, bakery, cheeseburger, dough, hotdog","pretzel, burrito, French_loaf, pizza, bagel","pretzel, French_loaf, bagel, fig, strawberry"
n07697313,cheeseburger,2.1521,0.1875,0.6105,"cheeseburger, hotdog, French_loaf, dough, plate","cheeseburger, pizza, bagel, guacamole, meat_loaf","cheeseburger, hotdog, hot_pot, meat_loaf, burrito"
n07697537,hotdog,2.3855,0.3191,0.4319,"hotdog, plate, dough, cheeseburger, French_loaf","hotdog, bagel, hot_pot, pizza, burrito","hotdog, cheeseburger, potpie, burrito, meat_loaf"
n07711569,mashed_potato,1.9480,0.4000,0.3413,"mashed_potato, meat_loaf, plate, dough, hot_pot","mashed_potato, hot_pot, guacamole, bagel, potpie","mashed_potato, bell_pepper, butternut_squash, head_cabbage, mushroom"
n07714571,head_cabbage,1.5643,0.1905,0.6479,"head_cabbage, zucchini, cauliflower, tray, paddlewheel","head_cabbage, bolete, gyromitra, acorn, mushroom","head_cabbage, cauliflower, broccoli, cucumber, artichoke"
n07714990,broccoli,1.9597,0.0652,0.3875,"broccoli, cauliflower, soup_bowl, corn, guacamole","broccoli, custard_apple, bolete, bell_pepper, lemon","broccoli, cauliflower, head_cabbage, cucumber, mushroom"
n07715103,cauliflower,1.8942,0.1957,0.4884,"cauliflower, mashed_potato, corn, broccoli, head_cabbage","cauliflower, bagel, butternut_squash, acorn_squash, hot_pot","cauliflower, broccoli, head_cabbage, mashed_potato, acorn_squash"
n07716358,zucchini,2.0566,0.4634,0.3084,"zucchini, cucumber, head_cabbage, acorn_squash, strawberry","zucchini, cucumber, banana, wok, pomegranate","zucchini, spaghetti_squash, butternut_squash, acorn_squash, mushroom"
n07716906,spaghetti_squash,2.2192,0.2800,0.5903,"spaghetti_squash, butternut_squash, acorn_squash, plate, fig","spaghetti_squash, bagel, hot_pot, jackfruit, custard_apple","spaghetti_squash, zucchini, butternut_squash, acorn_squash, mushroom"
n07717410,acorn_squash,2.2358,0.2128,0.5160,"acorn_squash, spaghetti_squash, butternut_squash, plate, cucumber","acorn_squash, hot_pot, potpie, pomegranate, butternut_squash","acorn_squash, butternut_squash, spaghetti_squash, zucchini, cucumber"
n07717556,butternut_squash,2.2764,0.3659,0.4584,"butternut_squash, spaghetti_squash, plate, strawberry, acorn_squash","butternut_squash, bagel, acorn_squash, hot_pot, pizza","butternut_squash, acorn_squash, spaghetti_squash, zucchini, artichoke"
n07718472,cucumber,2.2932,0.3061,0.2438,"cucumber, zucchini, acorn_squash, guacamole, Dutch_oven","cucumber, zucchini, banana, bagel, pizza","cucumber, spaghetti_squash, zucchini, acorn_squash, butternut_squash"
n07718747,artichoke,1.3470,0.2391,0.5922,"artichoke, cardoon, bee, buckeye, birdhouse","artichoke, custard_apple, mushroom, acorn, gyromitra","artichoke, zucchini, spaghetti_squash, acorn_squash, mushroom"
n07720875,bell_pepper,1.7575,0.0750,0.4641,"bell_pepper, Granny_Smith, armadillo, buckeye, zucchini","custard_apple, bell_pepper, pomegranate, lemon, jackfruit","bell_pepper, mashed_potato, cauliflower, acorn_squash, cardoon"
n07730033,cardoon,1.1516,0.0816,0.5982,"cardoon, artichoke, bee, zucchini, ear","cardoon, daisy, hip, acorn, yellow_lady's_slipper","cardoon, acorn_squash, broccoli, mushroom, bell_pepper"
n07734744,mushroom,1.1443,0.6596,0.4028,"mushroom, agaric, bolete, stinkhorn, hen-of-the-woods","mushroom, bolete, acorn, gyromitra, custard_apple","mushroom, zucchini, spaghetti_squash, cucumber, artichoke"
n07742313,Granny_Smith,1.6899,0.0930,0.4372,"Granny_Smith, strawberry, banana, bell_pepper, perfume","Granny_Smith, acorn_squash, hot_pot, pomegranate, potpie","Granny_Smith, orange, pomegranate, custard_apple, jackfruit"
n07745940,strawberry,1.3443,0.3438,0.4952,"strawberry, butternut_squash, plate, pizza, Dutch_oven","hot_pot, bagel, corn, pomegranate, jackfruit","strawberry, Granny_Smith, orange, pomegranate, custard_apple"
n07747607,orange,1.9386,0.2750,0.4555,"orange, lemon, banana, maraca, hair_slide","orange, pomegranate, fig, acorn_squash, bell_pepper","orange, lemon, Granny_Smith, custard_apple, jackfruit"
n07749582,lemon,2.0086,0.2093,0.3813,"lemon, orange, banana, grocery_store, pineapple","lemon, custard_apple, acorn_squash, bell_pepper, bagel","lemon, orange, Granny_Smith, pomegranate, custard_apple"
n07753113,fig,2.0592,0.2273,0.4085,"fig, spaghetti_squash, strawberry, grocery_store, plate","fig, custard_apple, jackfruit, mushroom, pomegranate","fig, Granny_Smith, pomegranate, custard_apple, jackfruit"
n07753275,pineapple,1.5643,0.2653,0.5736,"pineapple, lemon, meat_loaf, strawberry, corn","pineapple, cabbage_butterfly, yellow_lady's_slipper, ringlet, lycaenid","pineapple, Granny_Smith, orange, pomegranate, custard_apple"
n07753592,banana,1.8863,0.2927,0.4834,"banana, grocery_store, orange, lemon, spaghetti_squash","banana, acorn_squash, custard_apple, butternut_squash, broccoli","banana, Granny_Smith, pomegranate, custard_apple, jackfruit"
n07754684,jackfruit,2.2199,0.1489,0.3057,"jackfruit, green_mamba, banana, honeycomb, potpie","jackfruit, pomegranate, custard_apple, spaghetti_squash, fig","jackfruit, Granny_Smith, orange, pomegranate, custard_apple"
n07760859,custard_apple,1.8179,0.1364,0.3548,"custard_apple, banana, turnstile, fig, artichoke","custard_apple, mushroom, broccoli, jackfruit, lemon","custard_apple, Granny_Smith, orange, pomegranate, jackfruit"
n07768694,pomegranate,1.8524,0.1707,0.5579,"pomegranate, bakery, strawberry, plate, ice_cream","pomegranate, acorn_squash, jackfruit, custard_apple, bell_pepper","pomegranate, Granny_Smith, custard_apple, jackfruit, banana"
n07802026,hay,0.9465,0.2500,0.2085,"hay, stone_wall, oxcart, yurt, boathouse","stone_wall, hay, mountain_tent, viaduct, valley","hay, dough, menu, chocolate_sauce, guacamole"
n07831146,carbonara,1.4050,0.1837,0.6793,"carbonara, plate, meat_loaf, mashed_potato, guacamole","carbonara, hot_pot, bagel, pizza, consomme","carbonara, chocolate_sauce, guacamole, dough, menu"
n07836838,chocolate_sauce,2.3082,0.6000,0.4677,"chocolate_sauce, ice_cream, bakery, plate, restaurant","hot_pot, soup_bowl, chocolate_sauce, plate, ice_cream","chocolate_sauce, carbonara, guacamole, dough, hay"
n07860988,dough,2.0500,0.7500,0.3958,"dough, French_loaf, hotdog, bakery, plate","bagel, trifle, hot_pot, plate, burrito","dough, chocolate_sauce, carbonara, guacamole, hay"
n07871810,meat_loaf,1.8267,0.4681,0.4439,"meat_loaf, plate, mashed_potato, chocolate_sauce, restaurant","meat_loaf, guacamole, bagel, hot_pot, pizza","meat_loaf, hotdog, potpie, pizza, burrito"
n07873807,pizza,1.8096,0.2600,0.7509,"pizza, bakery, strawberry, menu, vestment","pizza, bagel, cheeseburger, hot_pot, consomme","pizza, hotdog, consomme, burrito, potpie"
n07875152,potpie,1.9179,0.3043,0.7050,"potpie, French_loaf, hot_pot, ice_cream, bagel","potpie, hot_pot, bagel, acorn_squash, mashed_potato","potpie, hotdog, consomme, burrito, pizza"
n07880968,burrito,2.3717,0.3400,0.4243,"burrito, guacamole, plate, dough, meat_loaf","burrito, bagel, hotdog, French_loaf, pretzel","burrito, hotdog, consomme, potpie, pizza"
n07892512,red_wine,2.3311,0.4400,0.3134,"red_wine, wine_bottle, goblet, beer_glass, torch","coffeepot, mixing_bowl, red_wine, beer_glass, goblet","red_wine, cup, eggnog, espresso, menu"
n07920052,espresso,2.5862,0.5000,0.3588,"espresso, coffee_mug, cup, eggnog, soup_bowl","espresso, teapot, mixing_bowl, Crock_Pot, coffeepot","espresso, eggnog, cup, red_wine, plate"
n07930864,cup,2.4833,0.6444,0.3656,"cup, coffee_mug, pitcher, espresso, mixing_bowl","espresso, teapot, goblet, cup, Dutch_oven","cup, eggnog, red_wine, espresso, guacamole"
n07932039,eggnog,2.7375,0.6087,0.4214,"eggnog, espresso, soup_bowl, dough, bakery","mixing_bowl, espresso, eggnog, Crock_Pot, hot_pot","eggnog, cup, red_wine, espresso, plate"
n09193705,alp,0.9011,0.6111,0.4555,"alp, valley, ski, cliff, volcano","gondola, alp, valley, wreck, cliff","alp, volcano, promontory, sandbar, coral_reef"
n09229709,bubble,2.9577,0.2778,0.2110,"bubble, sunscreen, ice_lolly, torch, jellyfish","bubble, milk_can, shopping_basket, confectionery, bucket","bubble, street_sign, traffic_light, lycaenid, guinea_pig"
n09246464,cliff,0.8111,0.4667,0.6159,"cliff, valley, cliff_dwelling, promontory, alp","cliff, viaduct, valley, mountain_tent, promontory","cliff, valley, sandbar, coral_reef, alp"
n09256479,coral_reef,1.2820,0.2917,0.8004,"coral_reef, brain_coral, puffer, anemone_fish, eel","sea_anemone, coral_reef, anemone_fish, coral_fungus, brain_coral","coral_reef, sandbar, promontory, volcano, alp"
n09288635,geyser,0.7160,0.0930,0.3581,"geyser, steam_locomotive, umbrella, tub, viaduct","geyser, sandbar, lakeside, seashore, wreck","geyser, valley, coral_reef, sandbar, volcano"
n09332890,lakeside,1.2667,0.4651,0.4303,"lakeside, seashore, promontory, boathouse, breakwater","lakeside, cliff, geyser, wreck, sandbar","lakeside, seashore, valley, alp, promontory"
n09399592,promontory,0.5765,0.5000,0.4910,"promontory, seashore, sandbar, beacon, lakeside","promontory, cliff, wreck, valley, seashore","promontory, coral_reef, sandbar, alp, volcano"
n09421951,sandbar,1.2057,0.3878,0.3699,"sandbar, promontory, seashore, breakwater, cliff","sandbar, geyser, seashore, cliff, lakeside","sandbar, coral_reef, promontory, alp, volcano"
n09428293,seashore,1.1030,0.5000,0.4417,"seashore, promontory, lakeside, sandbar, breakwater","seashore, wreck, sandbar, promontory, geyser","seashore, lakeside, valley, coral_reef, promontory"
n09468604,valley,0.5397,0.2381,0.5940,"valley, alp, cliff, dam, promontory","valley, cliff, viaduct, promontory, mountain_tent","valley, seashore, sandbar, promontory, lakeside"
n09472597,volcano,0.6384,0.2979,0.4910,"volcano, alp, promontory, seashore, pier","cliff, valley, volcano, sandbar, geyser","volcano, alp, coral_reef, promontory, sandbar"
n09835506,ballplayer,3.6043,0.3400,0.4202,"ballplayer, baseball, stretcher, assault_rifle, rugby_ball","ballplayer, puck, racket, volleyball, rugby_ball","ballplayer, scuba_diver, groom, ostrich, hen"
n10148035,groom,5.0207,0.3878,0.2930,"groom, gown, hoopskirt, umbrella, plastic_bag","groom, hoopskirt, academic_gown, bikini, kimono","groom, scuba_diver, ballplayer, bee_eater, coucal"
n10565667,scuba_diver,2.2193,0.2600,0.3728,"scuba_diver, puffer, snorkel, loggerhead, coral_reef","scuba_diver, snorkel, swimming_trunks, tiger_shark, great_white_shark","scuba_diver, ballplayer, groom, bee_eater, ostrich"
n11879895,rapeseed,0.8460,0.0541,0.5282,"rapeseed, unicycle, moped, disk_brake, mountain_bike","rapeseed, greenhouse, hay, mountain_tent, valley","rapeseed, corn, buckeye, ear, hip"
n11939491,daisy,0.4578,0.0000,0.5761,"daisy, bee, damselfly, ladybug, cabbage_butterfly","daisy, cardoon, hip, yellow_lady's_slipper, sulphur_butterfly","daisy, yellow_lady's_slipper, pelican, albatross, bee_eater"
n12057211,yellow_lady's_slipper,0.9600,0.0000,0.4732,"yellow_lady's_slipper, snail, green_mamba, capuchin, toilet_tissue","yellow_lady's_slipper, sulphur_butterfly, cabbage_butterfly, hip, acorn","yellow_lady's_slipper, daisy, silky_terrier, Dandie_Dinmont, Staffordshire_bullterrier"
n12144580,corn,1.8090,0.7273,0.3815,"corn, ear, mashed_potato, cauliflower, hot_pot","hot_pot, bagel, corn, guacamole, wok","corn, rapeseed, buckeye, ear, hip"
n12267677,acorn,1.9898,0.2041,0.1516,"acorn, walking_stick, buckeye, pomegranate, snail","acorn, mushroom, bolete, hip, agaric","acorn, hip, ear, buckeye, rapeseed"
n12620546,hip,1.8589,0.0455,0.1970,"hip, pomegranate, acorn, house_finch, orange","hip, yellow_lady's_slipper, acorn, mushroom, cardoon","hip, acorn, ear, buckeye, rapeseed"
n12768682,buckeye,1.8815,0.1915,0.2649,"buckeye, bolete, walking_stick, acorn, artichoke","buckeye, mushroom, custard_apple, agaric, acorn","buckeye, rapeseed, corn, hip, ear"
